ticket_id,date,category,priority,dept,description,resolved_date,resolution_hrs
TKT00986,2024-08-01,Hardware,Low,EHS,Access issue reported,2024-08-07,153.9
TKT00987,2024-04-21,Access,Medium,Sales,Printing issue reported,2024-04-23,64.6
TKT00988,2024-09-07,Security,Low,EHS,Hardware issue reported,2024-09-09,71.4
TKT00989,2025-04-12,Security,Medium,Procurement,Network issue reported,2025-04-13,33.3
TKT00990,2025-09-28,Access,Low,Engineering,Access issue reported,2025-09-29,25.1
TKT00991,2025-02-10,Hardware,High,Procurement,Software issue reported,2025-02-10,21.6
TKT00992,2024-01-03,Other,Low,HR,Security issue reported,2024-01-04,24.5
TKT00993,2024-10-04,Network,Low,Engineering,Printing issue reported,2024-10-07,74.5
TKT00994,2025-08-10,Software,Medium,Procurement,Other issue reported,2025-08-12,63.9
TKT00995,2026-01-18,Email,High,HR,Printing issue reported,2026-01-18,7.7
TKT00996,2025-07-07,Other,Medium,Manufacturing,Security issue reported,2025-07-08,28.2
TKT00997,2024-11-29,Software,High,Quality,Hardware issue reported,2024-11-29,11.3
TKT00998,2026-03-23,Other,Medium,EHS,Email issue reported,2026-03-24,40.7
TKT00999,2024-04-17,Printing,Medium,HR,Network issue reported,2024-04-19,57.0
TKT01000,2026-06-16,Email,Low,IT,Hardware issue reported,2026-06-18,54.9
TKT01001,2025-11-09,Hardware,Low,Manufacturing,Network issue reported,2025-11-14,135.7
TKT01002,2025-11-17,Printing,Medium,IT,Email issue reported,2025-11-18,38.6
TKT01003,2025-01-21,Printing,Medium,Engineering,Security issue reported,2025-01-22,36.4
TKT01004,2024-03-13,Software,Medium,Quality,Network issue reported,2024-03-15,68.1
TKT01005,2025-02-05,Network,Medium,IT,Access issue reported,2025-02-06,25.2
TKT01006,2025-06-26,Other,Low,Executive,Printing issue reported,2025-06-27,33.9
TKT01007,2024-11-05,Software,Medium,Sales,Hardware issue reported,2024-11-07,60.3
TKT01008,2024-10-28,Access,Medium,Quality,Software issue reported,2024-10-30,49.6
TKT01009,2024-09-20,Access,Medium,Finance,Access issue reported,2024-09-22,65.5
TKT01010,2024-06-03,Hardware,High,Manufacturing,Software issue reported,2024-06-03,4.4
TKT01011,2025-01-03,Hardware,Medium,Sales,Security issue reported,2025-01-05,67.2
TKT01012,2025-06-08,Hardware,Medium,Quality,Email issue reported,2025-06-10,68.4
TKT01013,2024-02-04,Email,Low,Manufacturing,Printing issue reported,2024-02-10,163.8
TKT01014,2024-04-15,Network,Low,Executive,Email issue reported,2024-04-20,136.5
TKT01015,2026-03-23,Security,High,Manufacturing,Other issue reported,2026-03-23,14.0
TKT01016,2024-06-15,Printing,Medium,Sales,Email issue reported,2024-06-15,17.9
TKT01017,2025-12-16,Other,Medium,Procurement,Access issue reported,2025-12-18,70.4
TKT01018,2024-08-16,Software,Medium,EHS,Other issue reported,2024-08-18,70.3
TKT01019,2024-04-24,Network,Medium,Executive,Network issue reported,2024-04-26,57.0
TKT01020,2024-11-13,Other,Medium,Procurement,Software issue reported,2024-11-14,38.2
TKT01021,2024-07-13,Network,High,Finance,Access issue reported,2024-07-13,11.2
TKT01022,2025-12-03,Email,Medium,Manufacturing,Other issue reported,2025-12-04,26.2
TKT01023,2025-10-04,Security,Low,Executive,Other issue reported,2025-10-09,120.0
TKT01024,2024-11-16,Access,High,Quality,Access issue reported,2024-11-16,13.6
TKT01025,2025-09-23,Email,Medium,Sales,Software issue reported,2025-09-25,70.9
TKT01026,2025-01-08,Software,Low,Executive,Email issue reported,2025-01-12,118.8
TKT01027,2025-10-06,Hardware,Medium,Executive,Other issue reported,2025-10-07,47.5
TKT01028,2025-04-09,Security,Low,Manufacturing,Hardware issue reported,2025-04-15,153.1
TKT01029,2024-11-29,Network,Low,HR,Other issue reported,2024-12-01,55.8
TKT01030,2025-02-19,Network,Medium,Finance,Security issue reported,2025-02-19,11.8
TKT01031,2024-10-12,Security,Medium,Executive,Software issue reported,2024-10-12,16.3
TKT01032,2025-04-24,Printing,Low,HR,Network issue reported,2025-04-28,111.8
TKT01033,2025-04-02,Email,Low,Sales,Hardware issue reported,2025-04-05,75.0
TKT01034,2024-02-26,Access,Low,Engineering,Network issue reported,2024-03-01,100.2
TKT01035,2026-04-10,Access,Medium,IT,Security issue reported,2026-04-11,30.1
TKT01036,2026-05-27,Network,Medium,Sales,Software issue reported,2026-05-27,17.4
TKT01037,2025-11-07,Security,High,IT,Software issue reported,2025-11-07,14.1
TKT01038,2024-01-21,Email,Low,Engineering,Other issue reported,2024-01-24,77.8
TKT01039,2025-05-19,Software,Low,Quality,Network issue reported,2025-05-24,128.1
TKT01040,2024-01-11,Access,Medium,Finance,Other issue reported,2024-01-11,16.6
TKT01041,2026-02-12,Email,Medium,IT,Other issue reported,2026-02-14,63.5
TKT01042,2025-07-11,Software,Medium,Manufacturing,Hardware issue reported,2025-07-12,37.5
TKT01043,2025-12-11,Printing,Medium,IT,Software issue reported,2025-12-12,42.9
TKT01044,2025-03-13,Other,Low,Procurement,Access issue reported,2025-03-15,61.9
TKT01045,2025-12-19,Email,Medium,Procurement,Security issue reported,2025-12-21,68.1
TKT01046,2026-04-24,Software,Medium,Sales,Software issue reported,2026-04-24,16.9
TKT01047,2026-05-07,Software,Low,Executive,Email issue reported,2026-05-13,144.1
TKT01048,2024-02-27,Access,Medium,IT,Security issue reported,2024-02-28,37.3
TKT01049,2025-03-29,Hardware,Low,EHS,Security issue reported,2025-04-01,73.1
TKT01050,2025-05-14,Access,Medium,Finance,Software issue reported,2025-05-16,51.2
TKT01051,2025-09-18,Printing,Medium,EHS,Access issue reported,2025-09-19,33.4
TKT01052,2026-06-28,Network,Medium,EHS,Network issue reported,2026-06-29,41.0
TKT01053,2024-07-04,Other,Medium,Sales,Other issue reported,2024-07-06,64.6
TKT01054,2025-05-12,Printing,Medium,Engineering,Other issue reported,2025-05-12,19.5
TKT01055,2026-04-30,Email,Medium,Quality,Access issue reported,2026-05-01,42.5
TKT01056,2025-01-31,Email,Medium,Quality,Software issue reported,2025-02-02,64.7
TKT01057,2024-05-13,Network,High,EHS,Security issue reported,2024-05-13,20.6
TKT01058,2025-11-24,Email,Medium,Executive,Network issue reported,2025-11-26,54.7
TKT01059,2025-10-22,Hardware,Medium,HR,Hardware issue reported,2025-10-22,14.6
TKT01060,2024-07-04,Hardware,Medium,Executive,Security issue reported,2024-07-06,49.4
TKT01061,2024-03-12,Email,High,IT,Printing issue reported,2024-03-12,5.4
TKT01062,2026-01-21,Security,Low,Procurement,Other issue reported,2026-01-25,99.0
TKT01063,2024-05-29,Email,Medium,Procurement,Security issue reported,2024-05-30,34.6
TKT01064,2024-07-17,Access,High,Quality,Hardware issue reported,2024-07-17,9.6
TKT01065,2025-02-13,Printing,Medium,HR,Software issue reported,2025-02-14,24.7
TKT01066,2025-04-06,Network,Low,IT,Email issue reported,2025-04-12,157.7
TKT01067,2026-02-03,Other,Low,IT,Network issue reported,2026-02-04,34.7
TKT01068,2025-04-08,Security,Medium,Sales,Email issue reported,2025-04-10,54.5
TKT01069,2025-10-07,Other,Critical,Quality,Security issue reported,2025-10-07,0.5
TKT01070,2025-08-22,Software,Medium,HR,Email issue reported,2025-08-23,44.6
TKT01071,2026-05-15,Hardware,High,Procurement,Security issue reported,2026-05-15,16.8
TKT01072,2024-06-27,Software,High,Manufacturing,Access issue reported,2024-06-27,12.0
TKT01073,2025-04-12,Security,High,Engineering,Security issue reported,2025-04-12,17.8
TKT01074,2026-02-01,Other,Critical,Procurement,Network issue reported,2026-02-01,3.8
TKT01075,2024-06-13,Email,Low,EHS,Software issue reported,2024-06-16,87.9
TKT01076,2025-06-07,Security,Medium,EHS,Email issue reported,2025-06-07,12.3
TKT01077,2024-05-08,Security,Low,Finance,Software issue reported,2024-05-14,157.5
TKT01078,2024-08-31,Network,Medium,Sales,Network issue reported,2024-09-02,54.2
TKT01079,2025-07-17,Software,Medium,Manufacturing,Other issue reported,2025-07-18,40.3
TKT01080,2025-01-24,Other,High,Engineering,Email issue reported,2025-01-24,7.2
TKT01081,2025-02-20,Email,High,Finance,Software issue reported,2025-02-20,16.9
TKT01082,2024-09-26,Network,Low,Executive,Access issue reported,2024-09-30,107.3
TKT01083,2025-03-15,Network,Low,Executive,Other issue reported,2025-03-20,130.2
TKT01084,2025-09-07,Other,Low,HR,Hardware issue reported,2025-09-12,133.8
TKT01085,2025-08-01,Printing,Medium,Finance,Security issue reported,2025-08-03,67.1
TKT01086,2025-01-18,Network,Medium,Sales,Email issue reported,2025-01-20,71.5
TKT01087,2025-09-27,Other,Low,Procurement,Hardware issue reported,2025-10-01,112.8
TKT01088,2024-12-17,Hardware,Low,Finance,Email issue reported,2024-12-22,142.9
TKT01089,2025-03-15,Network,Low,Sales,Hardware issue reported,2025-03-16,35.9
TKT01090,2024-09-03,Security,High,Engineering,Email issue reported,2024-09-03,8.5
TKT01091,2026-06-27,Access,High,Executive,Email issue reported,2026-06-27,10.1
TKT01092,2024-01-19,Email,Medium,EHS,Network issue reported,2024-01-20,29.2
TKT01093,2025-05-15,Network,Medium,Sales,Hardware issue reported,2025-05-16,36.9
TKT01094,2024-03-26,Other,Low,Executive,Security issue reported,2024-03-30,112.2
TKT01095,2024-07-29,Printing,Medium,Finance,Other issue reported,2024-07-31,52.1
TKT01096,2024-02-01,Software,Low,Sales,Hardware issue reported,2024-02-05,100.1
TKT01097,2024-07-27,Network,Low,EHS,Software issue reported,2024-07-28,47.5
TKT01098,2025-03-14,Printing,Medium,Procurement,Email issue reported,2025-03-16,52.9
TKT01099,2024-06-15,Other,Medium,Procurement,Access issue reported,2024-06-16,25.8
TKT01100,2026-03-21,Network,Medium,Engineering,Software issue reported,2026-03-23,49.5
TKT01101,2024-10-16,Other,Low,Executive,Network issue reported,2024-10-18,52.6
TKT01102,2025-01-10,Printing,Medium,Engineering,Security issue reported,2025-01-11,32.4
TKT01103,2025-03-03,Security,Critical,Procurement,Software issue reported,2025-03-03,3.5
TKT01104,2024-03-24,Hardware,Medium,Engineering,Security issue reported,2024-03-25,31.3
TKT01105,2025-02-13,Network,Medium,Finance,Access issue reported,2025-02-15,71.9
TKT01106,2025-03-22,Hardware,Critical,Engineering,Security issue reported,2025-03-22,2.4
TKT01107,2024-09-08,Access,Low,Quality,Software issue reported,2024-09-13,136.1
TKT01108,2024-01-14,Software,Medium,Executive,Software issue reported,2024-01-16,50.4
TKT01109,2026-04-10,Security,Medium,Procurement,Software issue reported,2026-04-12,56.6
TKT01110,2025-03-05,Printing,Medium,Sales,Hardware issue reported,2025-03-05,19.8
TKT01111,2024-01-21,Network,Medium,Engineering,Hardware issue reported,2024-01-21,13.1
TKT01112,2025-11-07,Software,Low,EHS,Other issue reported,2025-11-11,118.0
TKT01113,2025-06-25,Email,Medium,HR,Access issue reported,2025-06-26,28.8
TKT01114,2024-05-14,Network,Medium,IT,Network issue reported,2024-05-14,20.9
TKT01115,2025-10-22,Printing,Low,EHS,Access issue reported,2025-10-23,25.0
TKT01116,2024-09-09,Other,Medium,Quality,Hardware issue reported,2024-09-09,23.3
TKT01117,2024-09-18,Access,Low,Engineering,Software issue reported,2024-09-20,66.9
TKT01118,2024-05-03,Other,Low,Quality,Security issue reported,2024-05-07,104.1
TKT01119,2025-05-07,Access,Medium,IT,Printing issue reported,2025-05-07,20.7
TKT01120,2025-11-25,Software,Low,EHS,Hardware issue reported,2025-11-26,34.0
TKT01121,2024-07-22,Printing,High,Engineering,Security issue reported,2024-07-22,21.1
TKT01122,2024-01-23,Software,Medium,Quality,Access issue reported,2024-01-25,67.5
TKT01123,2026-03-29,Printing,Low,Sales,Access issue reported,2026-04-04,144.9
TKT01124,2025-02-26,Network,Low,Quality,Hardware issue reported,2025-02-28,59.3
TKT01125,2024-06-21,Network,Medium,Sales,Network issue reported,2024-06-22,33.7
TKT01126,2025-10-13,Other,Medium,Procurement,Software issue reported,2025-10-14,27.4
TKT01127,2026-05-17,Email,Low,Engineering,Security issue reported,2026-05-21,114.8
TKT01128,2024-12-26,Email,Medium,Procurement,Software issue reported,2024-12-28,66.8
TKT01129,2026-02-15,Network,Low,EHS,Email issue reported,2026-02-16,47.2
TKT01130,2024-11-01,Network,High,Finance,Access issue reported,2024-11-01,6.7
TKT01131,2026-06-18,Network,Low,Executive,Printing issue reported,2026-06-20,65.7
TKT01132,2025-01-19,Printing,Critical,EHS,Other issue reported,2025-01-19,0.6
TKT01133,2025-10-19,Network,High,Procurement,Printing issue reported,2025-10-19,18.9
TKT01134,2025-02-06,Access,Medium,Finance,Email issue reported,2025-02-06,8.5
TKT01135,2024-09-04,Access,Medium,Procurement,Security issue reported,2024-09-06,62.5
TKT01136,2024-05-15,Other,Low,Quality,Access issue reported,2024-05-21,166.3
TKT01137,2026-03-02,Security,Medium,Sales,Email issue reported,2026-03-02,23.6
TKT01138,2025-07-16,Access,Medium,Sales,Printing issue reported,2025-07-17,25.6
TKT01139,2026-03-05,Email,Medium,Engineering,Software issue reported,2026-03-06,27.8
TKT01140,2024-08-28,Printing,Medium,IT,Access issue reported,2024-08-29,27.8
TKT01141,2026-01-07,Network,Low,EHS,Email issue reported,2026-01-13,162.4
TKT01142,2024-01-13,Printing,Low,Quality,Access issue reported,2024-01-19,151.1
TKT01143,2025-05-28,Hardware,Critical,Engineering,Email issue reported,2025-05-28,2.8
TKT01144,2025-10-19,Software,High,Procurement,Printing issue reported,2025-10-19,14.2
TKT01145,2025-08-04,Network,Low,Finance,Other issue reported,2025-08-06,51.1
TKT01146,2024-01-16,Email,Medium,HR,Access issue reported,2024-01-18,50.7
TKT01147,2025-11-14,Hardware,Low,Quality,Software issue reported,2025-11-15,34.0
TKT01148,2024-08-20,Network,Medium,Manufacturing,Email issue reported,2024-08-22,70.2
TKT01149,2025-03-19,Other,Low,Sales,Network issue reported,2025-03-22,76.6
TKT01150,2026-04-19,Network,Low,Sales,Email issue reported,2026-04-25,164.5
TKT01151,2025-12-06,Printing,Medium,Executive,Email issue reported,2025-12-06,19.9
TKT01152,2026-06-16,Security,Low,EHS,Email issue reported,2026-06-19,81.8
TKT01153,2024-10-24,Software,Medium,HR,Security issue reported,2024-10-26,52.6
TKT01154,2024-01-31,Other,High,Finance,Software issue reported,2024-01-31,22.2
TKT01155,2024-01-27,Network,Medium,Procurement,Security issue reported,2024-01-29,56.9
TKT01156,2025-07-30,Software,Medium,Manufacturing,Email issue reported,2025-07-30,9.0
TKT01157,2025-07-08,Software,Medium,HR,Email issue reported,2025-07-10,61.2
TKT01158,2026-01-03,Software,High,IT,Network issue reported,2026-01-03,11.0
TKT01159,2026-03-13,Network,Low,Finance,Security issue reported,2026-03-15,69.1
TKT01160,2025-03-16,Other,Medium,Procurement,Security issue reported,2025-03-18,65.2
TKT01161,2026-01-06,Access,Medium,Sales,Other issue reported,2026-01-08,51.8
TKT01162,2026-04-23,Software,Medium,EHS,Other issue reported,2026-04-25,54.3
TKT01163,2025-12-12,Security,High,IT,Access issue reported,2025-12-12,21.8
TKT01164,2025-05-04,Other,Medium,IT,Network issue reported,2025-05-05,36.5
TKT01165,2026-05-04,Access,Medium,Quality,Email issue reported,2026-05-04,12.2
TKT01166,2024-02-18,Network,Medium,Engineering,Other issue reported,2024-02-20,70.4
TKT01167,2024-11-10,Email,Medium,Finance,Access issue reported,2024-11-12,53.4
TKT01168,2026-03-10,Software,High,Manufacturing,Software issue reported,2026-03-10,22.3
TKT01169,2024-10-03,Printing,High,Finance,Email issue reported,2024-10-03,13.5
TKT01170,2024-08-12,Security,Medium,Executive,Network issue reported,2024-08-12,11.9
TKT01171,2024-02-06,Email,Medium,Executive,Network issue reported,2024-02-08,57.7
TKT01172,2026-01-05,Network,Low,Sales,Hardware issue reported,2026-01-07,59.6
TKT01173,2025-03-05,Other,Critical,Quality,Email issue reported,2025-03-05,2.2
TKT01174,2024-05-26,Access,Medium,HR,Email issue reported,2024-05-28,64.6
TKT01175,2024-06-26,Network,High,Finance,Software issue reported,2024-06-26,23.8
TKT01176,2025-04-13,Hardware,High,Finance,Network issue reported,2025-04-13,8.3
TKT01177,2026-02-09,Email,Medium,Engineering,Network issue reported,2026-02-09,10.4
TKT01178,2025-03-31,Network,Low,Finance,Software issue reported,2025-04-01,37.1
TKT01179,2026-02-14,Security,Low,HR,Printing issue reported,2026-02-17,92.0
TKT01180,2025-10-30,Security,Low,Manufacturing,Security issue reported,2025-11-02,84.9
TKT01181,2025-10-12,Hardware,Medium,Quality,Network issue reported,2025-10-13,28.7
TKT01182,2025-06-14,Email,Medium,Executive,Network issue reported,2025-06-16,48.4
TKT01183,2025-07-26,Software,Medium,IT,Security issue reported,2025-07-28,69.6
TKT01184,2024-08-27,Software,Medium,HR,Other issue reported,2024-08-27,22.9
TKT01185,2026-02-02,Access,High,Executive,Hardware issue reported,2026-02-02,8.3
TKT01186,2024-10-12,Access,Low,IT,Other issue reported,2024-10-13,29.8
TKT01187,2025-08-24,Other,Medium,Quality,Other issue reported,2025-08-25,29.4
TKT01188,2024-02-23,Printing,Low,Sales,Other issue reported,2024-02-28,133.4
TKT01189,2025-03-11,Network,Low,Quality,Hardware issue reported,2025-03-15,108.4
TKT01190,2024-02-14,Hardware,Medium,EHS,Printing issue reported,2024-02-15,30.2
TKT01191,2024-04-19,Network,Medium,Procurement,Network issue reported,2024-04-19,12.8
TKT01192,2026-01-06,Access,Medium,EHS,Hardware issue reported,2026-01-07,33.1
TKT01193,2026-05-18,Email,Medium,IT,Software issue reported,2026-05-19,46.4
TKT01194,2024-02-24,Printing,Critical,Engineering,Other issue reported,2024-02-24,1.3
TKT01195,2026-03-11,Software,Medium,Quality,Hardware issue reported,2026-03-12,40.9
TKT01196,2025-05-07,Hardware,Low,Executive,Network issue reported,2025-05-12,139.2
TKT01197,2024-02-24,Software,Critical,Quality,Printing issue reported,2024-02-24,0.9
TKT01198,2026-06-20,Other,Critical,Executive,Access issue reported,2026-06-20,3.9
TKT01199,2025-09-20,Security,Medium,Executive,Hardware issue reported,2025-09-22,66.7
TKT01200,2025-10-05,Access,Low,EHS,Network issue reported,2025-10-07,55.8
