LineNum,Account ID,GL,Dept,Account Description,TransDate,Period,Transaction Type,Reference,Amount,Line Description,ID,Name,Job ID,Job Description,Job Type,Vendor ID,Vendor Name,Customer ID,Customer Name,FS Index,FS Index Name,Dir vs Indir,Prod,Org,Fixed v Var,Cost Pools,OH Calc,FS Seq 1,FS Seq 2,FS Level 1,FS Level 2 (Rev/COGS),FS Level 3 (COGS),FS Level 4 (COGS)
48935,51100-1000,51100,1000,COGS - Materials - NE,3/7/2019,19-03,Purchase,CAVAE49585,8.48,BELLEVILLE SPRING WASHER B1500-045-S OR 1.500 OD,Fastenal,Fastenal Company,LAT616EC,Targa,,Fastenal,Fastenal Company,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
48936,51100-1000,51100,1000,COGS - Materials - NE,3/7/2019,19-03,Purchase,CAVAE49585,10.59,FORGING EYE BOLT 1/2-13 UNC x 1 1/2_ SHANK LG C.,Fastenal,Fastenal Company,LAT616EC,Targa,,Fastenal,Fastenal Company,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
48937,21100-0000,21100,0,Accounts Payable,3/7/2019,19-03,Purchase,CAVAE49585,"-1,353.53",Fastenal Company,Fastenal,Fastenal Company,,,,Fastenal,Fastenal Company,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48938,71000-1011,71000,1011,Contract Labor - Packaging,3/7/2019,19-03,Purchase,OC12365845,"1,142.40","FLORES JR, FRANCISCO  W/E02/23/18",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,1000-71000,Contract labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
48939,71000-1011,71000,1011,Contract Labor - Packaging,3/7/2019,19-03,Purchase,OC12365845,149.94,"FLORES JR, FRANCISCO   OVT",Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,1000-71000,Contract labor,Dir,_0,Packaging,Var,Dir,No,2100,2211,COGS,DL,Pack,NE
48940,21100-0000,21100,0,Accounts Payable,3/7/2019,19-03,Purchase,OC12365845,"-1,292.34",Aerotek Commercial Staffing,Aerotek,Aerotek Commercial Staffing,,,,Aerotek,Aerotek Commercial Staffing,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48941,13100-0000,13100,0,Inventory - Product'n supplies,3/7/2019,19-03,Purchase,Z289005459,55,"FLAT BAR/PLATE, "" THK X 1"" W X 12 FT. ASTM A240",Earle M. Jorgensen,Earle M. Jorgensen Co.,INVENTORY,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48942,13100-0000,13100,0,Inventory - Product'n supplies,3/7/2019,19-03,Purchase,Z289005459,"3,563.65","ROUND BAR, 6.25"" OD X 144"" (R/L) LONG ASTM A479 G",Earle M. Jorgensen,Earle M. Jorgensen Co.,INVENTORY,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48943,13100-0000,13100,0,Inventory - Product'n supplies,3/7/2019,19-03,Purchase,Z289005459,462,"HRS ANGLE, 1.3/4_ X 1.3/4_ X _ TK X 240_ LONG, A",Earle M. Jorgensen,Earle M. Jorgensen Co.,INVENTORY,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48944,13100-0000,13100,0,Inventory - Product'n supplies,3/7/2019,19-03,Purchase,Z289005459,390,"HRS ANGLE. 1.1/2_ X 1.1/2_ X _ TK. X 240_ LONG,",Earle M. Jorgensen,Earle M. Jorgensen Co.,INVENTORY,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48945,13100-0000,13100,0,Inventory - Product'n supplies,3/7/2019,19-03,Purchase,Z289005459,828,"HRS ANGLE, 2_ X 2_ X _ TK. X 240_ LONG, ASTM A36",Earle M. Jorgensen,Earle M. Jorgensen Co.,INVENTORY,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,13000,Inventory,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
48946,21100-0000,21100,0,Accounts Payable,3/7/2019,19-03,Purchase,Z289005459,"-5,298.65",Earle M. Jorgensen Co.,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,,Earle M. Jorgensen,Earle M. Jorgensen Co.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49012,11100-0000,11100,0,AR - Trade,3/7/2019,19-03,Receipt,IN4365,"-77,797.50",Invoice: IN4365,Oneok Rockies-Tulsa,ONEOK ROCKIES MIDSTREAM LLC,,,,,,Oneok Rockies-Tulsa,ONEOK ROCKIES MIDSTREAM LLC,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49013,10220-0000,10220,0,Cash - Citibank Operating,3/7/2019,19-03,Receipt,IN4365,"77,797.50",ONEOK ROCKIES MIDSTREAM LLC,Oneok Rockies-Tulsa,ONEOK ROCKIES MIDSTREAM LLC,,,,,,Oneok Rockies-Tulsa,ONEOK ROCKIES MIDSTREAM LLC,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49014,11100-0000,11100,0,AR - Trade,3/7/2019,19-03,Receipt,IN4366,"-3,750.00",Invoice: IN4366,Targa Pipeline,Targa Pipeline Mid-Continent WestTexLLC,,,,,,Targa Pipeline,Targa Pipeline Mid-Continent W,11000,Accounts receivable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49015,10220-0000,10220,0,Cash - Citibank Operating,3/7/2019,19-03,Receipt,IN4366,"3,750.00",Targa Pipeline Mid-Continent W,Targa Pipeline,Targa Pipeline Mid-Continent WestTexLLC,,,,,,Targa Pipeline,Targa Pipeline Mid-Continent W,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49016,22110-0000,22110,0,Salaries and Wages Payable,3/8/2019,19-03,General Journal Entry,03-22 - PR Csh030819,"167,728.10",Salaries and Wages Payable,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49017,22210-0000,22210,0,Payroll Taxes Withheld,3/8/2019,19-03,General Journal Entry,03-22 - PR Csh030819,"53,143.11",Payroll Taxes Withheld,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49018,22220-0000,22220,0,Employer P/R Tax Payable,3/8/2019,19-03,General Journal Entry,03-22 - PR Csh030819,"18,191.26",Employer P/R Tax Payable,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49019,10110-0000,10110,0,Cash - MVB Operating,3/8/2019,19-03,General Journal Entry,03-22 - PR Csh030819,"-167,728.10",Cash - Dir Deposit & Checks,,,,,,,,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49020,10110-0000,10110,0,Cash - MVB Operating,3/8/2019,19-03,General Journal Entry,03-22 - PR Csh030819,"-71,334.37",Cash - Taxes Debited,,,,,,,,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49021,22150-0000,22150,0,Garnishments,3/8/2019,19-03,Payment,M30004,418.5,Garnishments,O'Steen,Marisa O'Steen,,,,O'Steen,Marisa O'Steen,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49022,10110-0000,10110,0,Cash - MVB Operating,3/8/2019,19-03,Payment,M30004,-418.5,Marisa O'Steen,O'Steen,Marisa O'Steen,,,,O'Steen,Marisa O'Steen,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49023,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Payment,M30016,957.28,Invoice: 0000Y069R8099.,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49024,10110-0000,10110,0,Cash - MVB Operating,3/8/2019,19-03,Payment,M30016,-957.28,United Parcel Service,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49025,88600-0050,88600,50,Bank Charges,3/8/2019,19-03,Payment,Service Charge,112.22,Bank Charges,Citibank,Citibank,,,,Citibank,Citibank,,,0050-88600,Bank charges,Indir,_0,Admin,Fixed,Fixed,Yes,4050,_0,Admin,_0,_0,_0
49026,10220-0000,10220,0,Cash - Citibank Operating,3/8/2019,19-03,Payment,Service Charge,-112.22,Citibank,Citibank,Citibank,,,,Citibank,Citibank,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49027,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,0206953-IN,"2,624.40","RELIEF VALVE, 1-1/2"" 600# PER SPEC NOTED BELOW (T",Fulflo,Fulflo Specialties Co.,LAT609EC,UOP Russell,,Fulflo,Fulflo Specialties Co.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49028,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,0206953-IN,"2,624.40","RELIEF VALVE, 1-1/2"" 600# PER SPEC NOTED BELOW (T",Fulflo,Fulflo Specialties Co.,LAT615EC,UOP Russell,,Fulflo,Fulflo Specialties Co.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49029,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,0206953-IN,4.37,HANDLING CHG,Fulflo,Fulflo Specialties Co.,LAT615EC,UOP Russell,,Fulflo,Fulflo Specialties Co.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49030,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,0206953-IN,4.38,HANDLING CHG,Fulflo,Fulflo Specialties Co.,LAT609EC,UOP Russell,,Fulflo,Fulflo Specialties Co.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49031,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,0206953-IN,"-5,257.55",Fulflo Specialties Co.,Fulflo,Fulflo Specialties Co.,,,,Fulflo,Fulflo Specialties Co.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49032,21200-0000,21200,0,Accrued Expenses,3/8/2019,19-03,Purchase,30819,"9,616.74",WORKERS COMPENSATION,The Hartford,The Hartford,,,,The Hartford,The Hartford,,,21200,Accrued expenses,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49033,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,30819,"-9,616.74",The Hartford,The Hartford,The Hartford,,,,The Hartford,The Hartford,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49034,85100-3013,85100,3013,Indirect Supplies - Assembly,3/8/2019,19-03,Purchase,30819,21.97,128 oz. 1-Gal. Penetrating Lubricant,Home Depot,Home Depot,ASSEMBLY,ASSEMBLY,,Home Depot,Home Depot,,,3000-85100,Indirect supplies,Indir - Fac OH,Split,Assembly,Var,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
49035,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,30819,49.97,SAE Ratcheting Combination Wrench Set (10-Piece),Home Depot,Home Depot,PACKAGING,PACKAGING/WELDING,,Home Depot,Home Depot,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49036,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,30819,3.87,3/16 in. x 4 in. x 6 in. Blue Granite Turbo Carbi,Home Depot,Home Depot,MACHINING,MACHINING,,Home Depot,Home Depot,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49037,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,30819,11.32,1/4 in. x 1-3/8 in. Acorn Head HLC Sleeve Anchors,Home Depot,Home Depot,MACHINING,MACHINING,,Home Depot,Home Depot,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49038,85100-3013,85100,3013,Indirect Supplies - Assembly,3/8/2019,19-03,Purchase,30819,2.08,SALES TAX,Home Depot,Home Depot,,,,Home Depot,Home Depot,,,3000-85100,Indirect supplies,Indir - Fac OH,Split,Assembly,Var,Fac OH,Yes,2300,2330,COGS,OH,_0,RP
49039,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,30819,4.74,SALES TAX,Home Depot,Home Depot,,,,Home Depot,Home Depot,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49040,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,30819,1.46,SALES TAX,Home Depot,Home Depot,,,,Home Depot,Home Depot,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49041,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,30819,-95.41,Home Depot,Home Depot,Home Depot,,,,Home Depot,Home Depot,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49042,62000-1000,62000,1000,Freight In - NE,3/8/2019,19-03,Purchase,1305891033,112.53,SHIPMENT FROM THERMON HEATING PO29265,UPS Supply,UPS Supply Chain Solutions,LAT615EC,UOP Russell,,UPS Supply,UPS Supply Chain Solutions,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
49043,62000-1000,62000,1000,Freight In - NE,3/8/2019,19-03,Purchase,1305891033,112.53,SHIPMENT FROM THERMON HEATING PO29265,UPS Supply,UPS Supply Chain Solutions,LAT616EC,Targa,,UPS Supply,UPS Supply Chain Solutions,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
49044,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,1305891033,-225.06,UPS Supply Chain Solutions,UPS Supply,UPS Supply Chain Solutions,,,,UPS Supply,UPS Supply Chain Solutions,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49045,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,500,ACTUATOR ADJUSTING NUT FOR FINAL MACHINE PER DRAW,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49046,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,795,LOWER NOZZLE ACTUATOR FOR FINAL MACHINE PER DRAWI,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49047,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,935,ACTUATOR PACKING NUT FOR FINAL MACHINE PER DRAWIN,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49048,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,235,STROKE STOP FOR FINAL MACHINE PER DRAWING 7770001,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49049,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,650,UPPER NOZZLE ACTUATOR FOR FINAL MACHINE PER DRAWI,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49050,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,380,RETAINING WASHER EXP. / COMP. SIDE FOR FINAL MACH,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49051,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,"1,500.00",RETAINING SCREW- EXP. SIDE FOR FINAL MACHINE PER,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49052,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,1628,"1,500.00",RETAINING SCREW - COMP. SIDE FOR FINAL MACHINE PE,Raly & Tony,Raly & Tony,LAT614EC,OPD,,Raly & Tony,Raly & Tony,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49053,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,1628,"-6,495.00",Raly & Tony,Raly & Tony,Raly & Tony,,,,Raly & Tony,Raly & Tony,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49054,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,197018,"2,250.00","SKID FOR SANDBLAST & PAINT PER QMS-WI-725, LAT609",Commercial Sandblast,Commercial Sandblast,LAT609EC,UOP Russell,,Commercial Sandblast,Commercial Sandblast,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49055,62000-1000,62000,1000,Freight In - NE,3/8/2019,19-03,Purchase,197018,575,SHIPPING,Commercial Sandblast,Commercial Sandblast,LAT609EC,UOP Russell,,Commercial Sandblast,Commercial Sandblast,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
49056,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,197018,"-2,825.00",Commercial Sandblast,Commercial Sandblast,Commercial Sandblast,,,,Commercial Sandblast,Commercial Sandblast,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49057,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,2395-1,"16,751.00",SKID FABRICATION PER DRAWING #LAT615C-30-D90-R1,"APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",LAT615EC,UOP Russell,,"APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49058,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,2395-1,-450,EXPANDER SUPPORT ALL PIECES TO BE CUT TO SIZE BUT,"APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",LAT615EC,UOP Russell,,"APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49059,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,2395-1,"-16,301.00","APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",,,,"APPLIED SYSTEMS, LLC","APPLIED SYSTEMS, LLC",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49060,62000-1000,62000,1000,Freight In - NE,3/8/2019,19-03,Purchase,6-484-52741,"1,103.21",SHIPMENT FROM PENN STAINLESS PO29446,FedEx,FedEx,LAT619EC,Linde,,FedEx,FedEx,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
49061,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,6-484-52741,"-1,103.21",FedEx,FedEx,FedEx,,,,FedEx,FedEx,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49062,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,615979-1,790.38,COMPRESSOR INLET SPACER FOR HEAT TREAT & SANDBAST,Certified Steel,Certified Steel Treating Corp.,LAT614EC,OPD,,Certified Steel,Certified Steel Treating Corp.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49063,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,615979-1,-790.38,Certified Steel Treating Corp.,Certified Steel,Certified Steel Treating Corp.,,,,Certified Steel,Certified Steel Treating Corp.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49064,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,88674721,17.36,18-8 Stainless Steel Nylon-Insert Locknut M8 x 1.,Mcmaster,McMaster Carr,PACKAGING,PACKAGING/WELDING,,Mcmaster,McMaster Carr,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49065,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,88674721,7.47,"Grip-Tight High-Strength Twine 1-lb. Tube, 1/8"" D",Mcmaster,McMaster Carr,PACKAGING,PACKAGING/WELDING,,Mcmaster,McMaster Carr,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49066,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,88674721,36.96,Size Cr123A Specialty Disposable Battery IT#7821K,Mcmaster,McMaster Carr,MACHINING,MACHINING,,Mcmaster,McMaster Carr,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49067,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,88674721,16.95,"High-Strength Steel Threaded Rod 5/16""-18 Thread",Mcmaster,McMaster Carr,MACHINING,MACHINING,,Mcmaster,McMaster Carr,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49068,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,88674721,12.04,"High-Strength Steel Flange Nut Grade 8, Zinc-Plat",Mcmaster,McMaster Carr,MACHINING,MACHINING,,Mcmaster,McMaster Carr,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49069,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,88674721,2.36,SALES TAX,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49070,85100-1011,85100,1011,Indirect Supplies - Packaging,3/8/2019,19-03,Purchase,88674721,6.58,SHIPPING,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
49071,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,88674721,6.26,SALES TAX,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49072,85100-2012,85100,2012,Indirect Supplies - Machn Shop,3/8/2019,19-03,Purchase,88674721,6.58,SHIPPING,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,2000-85100,Indirect supplies,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
49073,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,88674721,-112.56,McMaster Carr,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49074,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,88701674,56.67,"QUICK-CONNECT RTD SENSOR, MMC PN 6568T43, LAT PN",Mcmaster,McMaster Carr,LAT609EC,UOP Russell,,Mcmaster,McMaster Carr,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49075,51100-1000,51100,1000,COGS - Materials - NE,3/8/2019,19-03,Purchase,88701674,18.36,"BOXES (25/PK) SS SCREW HEX NUTS MS35649-244, MMC",Mcmaster,McMaster Carr,LAT609EC,UOP Russell,,Mcmaster,McMaster Carr,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49076,62000-1000,62000,1000,Freight In - NE,3/8/2019,19-03,Purchase,88701674,5.59,SHIPPING,Mcmaster,McMaster Carr,LAT609EC,UOP Russell,,Mcmaster,McMaster Carr,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
49077,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,88701674,-80.62,McMaster Carr,Mcmaster,McMaster Carr,,,,Mcmaster,McMaster Carr,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49078,52100-1000,52100,1000,COGS - OSP - NE,3/8/2019,19-03,Purchase,9494-1,400,EXPANDER WHEEL #1 FOR OVERSPEED PER DRAWING 77700,Dynomill Active,Dynomill Inc.,LAT615EC,UOP Russell,,Dynomill Active,Dynomill Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
49079,21100-0000,21100,0,Accounts Payable,3/8/2019,19-03,Purchase,9494-1,-400,Dynomill Inc.,Dynomill Active,Dynomill Inc.,,,,Dynomill Active,Dynomill Inc.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
49080,52100-3000,52100,3000,COGS - OSP - RP,3/8/2019,19-03,Purchase,9498,400,EXPANDER WHEEL FOR OVERSPEED PER DRAWING 77700080,Dynomill Active,Dynomill Inc.,47701035,Matheson Gas,,Dynomill Active,Dynomill Inc.,,,3000-50000,COGS - Repairs,Dir,RP,_0,Var,Dir,No,2300,2130,COGS,Mat,_0,RP
